Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit Margin,Order Month
5403,CA-2017-123043,2017-08-24,2017-08-29,Standard Class,AH-10195,Alan Haines,Corporate,United States,New York City,New York,10024,East,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,24.672,4,0.2,7.71,0.3125,2017-08-01
5404,CA-2017-123043,2017-08-24,2017-08-29,Standard Class,AH-10195,Alan Haines,Corporate,United States,New York City,New York,10024,East,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,3.744,1,0.2,1.3104,0.35,2017-08-01
5405,US-2016-143280,2016-02-22,2016-02-26,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Los Angeles,California,90045,West,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,445.96,5,0.2,55.745,0.125,2016-02-01
5409,CA-2017-108854,2017-12-08,2017-12-14,Standard Class,DM-13345,Denise Monton,Corporate,United States,San Francisco,California,94109,West,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",22.424,1,0.2,8.409,0.37500000000000006,2017-12-01
5410,CA-2017-108854,2017-12-08,2017-12-14,Standard Class,DM-13345,Denise Monton,Corporate,United States,San Francisco,California,94109,West,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,90.48,3,0.2,33.93,0.375,2017-12-01
5412,CA-2017-166856,2017-09-18,2017-09-22,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Clovis,New Mexico,88101,West,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,10.08,7,0.2,3.528,0.35,2017-09-01
5415,US-2017-125647,2017-09-23,2017-09-28,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois,60653,Central,OFF-AP-10000390,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,73.176,6,0.8,-197.5752,-2.6999999999999997,2017-09-01
5416,US-2017-125647,2017-09-23,2017-09-28,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois,60653,Central,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,20.736,4,0.2,7.2576,0.35,2017-09-01
5417,US-2017-125647,2017-09-23,2017-09-28,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois,60653,Central,TEC-PH-10004188,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,39.984,2,0.2,-8.9964,-0.22499999999999998,2017-09-01
5419,CA-2015-110877,2015-10-23,2015-10-26,First Class,JE-15715,Joe Elijah,Consumer,United States,Houston,Texas,77041,Central,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,36.288,7,0.2,12.7008,0.35000000000000003,2015-10-01
5420,CA-2015-110877,2015-10-23,2015-10-26,First Class,JE-15715,Joe Elijah,Consumer,United States,Houston,Texas,77041,Central,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,150.384,2,0.2,15.0384,0.1,2015-10-01
5421,US-2016-151827,2016-03-31,2016-04-02,Second Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10002789,Technology,Phones,LG Exalt,280.782,3,0.4,-60.8361,-0.21666666666666667,2016-03-01
5422,US-2016-151827,2016-03-31,2016-04-02,Second Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,31.984,2,0.2,1.1994,0.0375,2016-03-01
5423,US-2016-163258,2016-12-29,2017-01-02,Standard Class,PF-19225,Phillip Flathmann,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,11.232,3,0.2,3.9312,0.35000000000000003,2016-12-01
5428,US-2016-108497,2016-06-14,2016-06-14,Same Day,MH-17290,Marc Harrigan,Home Office,United States,Los Angeles,California,90036,West,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",599.165,5,0.15,35.245,0.058823529411764705,2016-06-01
5430,CA-2014-136861,2014-09-05,2014-09-07,First Class,PR-18880,Patrick Ryan,Consumer,United States,Saint Petersburg,Florida,33710,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,31.984,2,0.2,1.999,0.0625,2014-09-01
5431,CA-2017-117422,2017-10-21,2017-10-25,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,Lakewood,Ohio,44107,East,OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,161.568,2,0.2,16.1568,0.09999999999999999,2017-10-01
5432,CA-2017-117422,2017-10-21,2017-10-25,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,Lakewood,Ohio,44107,East,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",4.064,1,0.2,1.3716,0.33749999999999997,2017-10-01
5433,CA-2017-117422,2017-10-21,2017-10-25,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,Lakewood,Ohio,44107,East,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",6.216,4,0.7,-4.9728,-0.8,2017-10-01
5434,CA-2017-129707,2017-04-25,2017-04-29,Standard Class,LH-16750,Larry Hughes,Consumer,United States,Chandler,Arizona,85224,West,OFF-AR-10000246,Office Supplies,Art,Newell 318,8.896,4,0.2,0.6672,0.075,2017-04-01
5437,CA-2014-103317,2014-07-05,2014-07-08,First Class,DM-13525,Don Miller,Corporate,United States,Palm Coast,Florida,32137,South,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,19.52,2,0.2,5.368,0.275,2014-07-01
5438,CA-2014-103317,2014-07-05,2014-07-08,First Class,DM-13525,Don Miller,Corporate,United States,Palm Coast,Florida,32137,South,OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,9.81,5,0.7,-6.867,-0.7,2014-07-01
5439,CA-2014-103317,2014-07-05,2014-07-08,First Class,DM-13525,Don Miller,Corporate,United States,Palm Coast,Florida,32137,South,FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,213.216,3,0.2,15.9912,0.075,2014-07-01
5440,CA-2016-167115,2016-04-04,2016-04-09,Standard Class,EH-14185,Evan Henry,Consumer,United States,New York City,New York,10035,East,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,588.784,2,0.2,183.995,0.3125,2016-04-01
5441,US-2017-153633,2017-11-13,2017-11-18,Second Class,TC-21295,Toby Carlisle,Consumer,United States,Jupiter,Florida,33458,South,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,2.064,1,0.2,0.1548,0.075,2017-11-01
5442,CA-2017-155929,2017-09-09,2017-09-13,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Glendale,Arizona,85301,West,OFF-PA-10000859,Office Supplies,Paper,Unpadded Memo Slips,6.368,2,0.2,2.388,0.37499999999999994,2017-09-01
5444,CA-2015-148712,2015-04-17,2015-04-23,Standard Class,JM-15535,Jessica Myrick,Consumer,United States,New York City,New York,10035,East,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",62.296,13,0.2,21.0249,0.33749999999999997,2015-04-01
5446,CA-2016-128307,2016-07-25,2016-07-29,Standard Class,BE-11335,Bill Eplett,Home Office,United States,Houston,Texas,77041,Central,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,20.936,1,0.2,7.0659,0.3375,2016-07-01
5454,US-2017-108700,2017-05-19,2017-05-23,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,Rockford,Illinois,61107,Central,OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book,38.016,6,0.2,13.7808,0.3625,2017-05-01
5455,CA-2017-160962,2017-04-28,2017-05-02,Standard Class,MC-17605,Matt Connell,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,8.384,1,0.2,0.7336,0.0875,2017-04-01
5456,CA-2017-160962,2017-04-28,2017-05-02,Standard Class,MC-17605,Matt Connell,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-AR-10003056,Office Supplies,Art,Newell 341,6.848,2,0.2,0.7704,0.1125,2017-04-01
5459,CA-2017-116680,2017-09-04,2017-09-06,Second Class,PK-19075,Pete Kriz,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,13.344,6,0.2,4.3368,0.325,2017-09-01
5460,CA-2017-116680,2017-09-04,2017-09-06,Second Class,PK-19075,Pete Kriz,Consumer,United States,San Francisco,California,94122,West,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",1478.272,8,0.2,92.392,0.0625,2017-09-01
5461,US-2014-107405,2014-03-21,2014-03-25,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Asheville,North Carolina,28806,South,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,16.272,1,0.2,-3.8646,-0.23750000000000002,2014-03-01
5463,CA-2014-146591,2014-01-19,2014-01-20,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.34,10,0.7,-23.716,-0.7333333333333333,2014-01-01
5464,CA-2014-146591,2014-01-19,2014-01-20,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",56.064,4,0.2,19.6224,0.35,2014-01-01
5465,CA-2014-146591,2014-01-19,2014-01-20,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",108.72,5,0.2,36.693,0.33749999999999997,2014-01-01
5466,CA-2014-146591,2014-01-19,2014-01-20,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,181.47,5,0.7,-320.597,-1.7666666666666666,2014-01-01
5467,CA-2014-107706,2014-02-14,2014-02-19,Second Class,ST-20530,Shui Tom,Consumer,United States,Houston,Texas,77095,Central,OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8 x 11",16.176,3,0.2,6.066,0.375,2014-02-01
5468,CA-2016-122448,2016-06-09,2016-06-14,Standard Class,DB-13210,Dean Braden,Consumer,United States,San Francisco,California,94109,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.352,3,0.2,13.7646,0.11249999999999999,2016-06-01
5469,CA-2014-132451,2014-09-26,2014-09-27,First Class,KF-16285,Karen Ferguson,Home Office,United States,San Diego,California,92105,West,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",585.552,3,0.2,73.194,0.125,2014-09-01
5471,CA-2016-158547,2016-05-30,2016-06-04,Standard Class,JM-16195,Justin MacKendrick,Consumer,United States,Hamilton,Ohio,45011,East,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,123.92,5,0.2,9.294,0.075,2016-05-01
5472,CA-2017-116946,2017-12-19,2017-12-23,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Parker,Colorado,80134,West,FUR-FU-10000320,Furniture,Furnishings,OIC Stacking Trays,13.36,5,0.2,4.008,0.3,2017-12-01
5473,CA-2017-116946,2017-12-19,2017-12-23,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Parker,Colorado,80134,West,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,78.256,2,0.2,-17.6076,-0.225,2017-12-01
5474,CA-2017-116946,2017-12-19,2017-12-23,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Parker,Colorado,80134,West,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,102.018,7,0.7,-183.6324,-1.7999999999999998,2017-12-01
5480,CA-2014-101770,2014-03-31,2014-04-04,Standard Class,KB-16240,Karen Bern,Corporate,United States,Miami,Florida,33180,South,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,1.869,1,0.7,-1.3083,-0.7000000000000001,2014-03-01
5481,CA-2017-105487,2017-10-08,2017-10-14,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,San Diego,California,92105,West,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,103.192,1,0.2,11.6091,0.1125,2017-10-01
5485,CA-2017-148999,2017-01-30,2017-02-04,Standard Class,EB-13870,Emily Burns,Consumer,United States,Miami,Florida,33142,South,FUR-CH-10002044,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",419.136,4,0.2,-68.1096,-0.16249999999999998,2017-01-01
5486,CA-2014-107573,2014-12-12,2014-12-17,Standard Class,PB-19150,Philip Brown,Consumer,United States,Miami,Florida,33178,South,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,23.472,3,0.2,7.6284,0.325,2014-12-01
5487,CA-2015-156608,2015-10-24,2015-10-29,Standard Class,MT-18070,Michelle Tran,Home Office,United States,San Antonio,Texas,78207,Central,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,3.592,4,0.8,-6.286,-1.7499999999999998,2015-10-01
5488,CA-2017-134495,2017-04-01,2017-04-04,Second Class,BF-11020,Barry Französisch,Corporate,United States,Jacksonville,Florida,32216,South,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.976,3,0.2,-5.6943,-0.23750000000000002,2017-04-01
5489,CA-2017-134495,2017-04-01,2017-04-04,Second Class,BF-11020,Barry Französisch,Corporate,United States,Jacksonville,Florida,32216,South,OFF-LA-10000262,Office Supplies,Labels,Avery 494,6.264,3,0.2,2.0358,0.325,2017-04-01
5490,CA-2017-134495,2017-04-01,2017-04-04,Second Class,BF-11020,Barry Französisch,Corporate,United States,Jacksonville,Florida,32216,South,OFF-AP-10002222,Office Supplies,Appliances,Staple holder,20.808,3,0.2,1.8207,0.0875,2017-04-01
5491,CA-2017-134495,2017-04-01,2017-04-04,Second Class,BF-11020,Barry Französisch,Corporate,United States,Jacksonville,Florida,32216,South,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",218.352,3,0.2,-19.1058,-0.0875,2017-04-01
5492,CA-2017-164098,2017-01-26,2017-01-27,First Class,CG-12520,Claire Gute,Consumer,United States,Houston,Texas,77070,Central,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",18.16,2,0.2,1.816,0.1,2017-01-01
5495,CA-2014-105249,2014-11-28,2014-11-28,Same Day,DH-13675,Duane Huffman,Home Office,United States,San Francisco,California,94122,West,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.332,4,0.15,-4.8392,-0.011764705882352941,2014-11-01
5496,CA-2015-113523,2015-09-04,2015-09-08,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,7.656,4,0.7,-6.1248,-0.7999999999999999,2015-09-01
5497,CA-2017-117821,2017-06-12,2017-06-16,Standard Class,HG-15025,Hunter Glantz,Consumer,United States,Marion,Ohio,43302,East,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,63.92,2,0.2,19.176,0.3,2017-06-01
5501,CA-2017-164378,2017-07-15,2017-07-18,Second Class,MM-18055,Michelle Moray,Consumer,United States,New York City,New York,10024,East,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,664.146,6,0.1,88.5528,0.13333333333333336,2017-07-01
5503,CA-2017-127782,2017-11-02,2017-11-06,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,3.312,1,0.2,0.6624,0.2,2017-11-01
5504,CA-2017-127782,2017-11-02,2017-11-06,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,20.136,3,0.2,1.2585,0.0625,2017-11-01
5505,CA-2017-127782,2017-11-02,2017-11-06,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes,8.856,3,0.2,2.8782,0.325,2017-11-01
5506,CA-2017-127782,2017-11-02,2017-11-06,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,859.2,4,0.4,-186.16,-0.21666666666666665,2017-11-01
5510,US-2017-152569,2017-05-15,2017-05-20,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,60653,Central,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,56.704,2,0.2,19.1376,0.33749999999999997,2017-05-01
5511,US-2017-152569,2017-05-15,2017-05-20,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,60653,Central,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,11.12,2,0.2,3.475,0.31250000000000006,2017-05-01
5512,US-2014-137680,2014-02-24,2014-03-02,Standard Class,JH-15430,Jennifer Halladay,Consumer,United States,Medford,Oregon,97504,West,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",32.896,4,0.2,11.1024,0.33749999999999997,2014-02-01
5513,US-2014-137680,2014-02-24,2014-03-02,Standard Class,JH-15430,Jennifer Halladay,Consumer,United States,Medford,Oregon,97504,West,OFF-PA-10000069,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",22.776,3,0.2,7.6869,0.33749999999999997,2014-02-01
5518,CA-2017-117667,2017-12-04,2017-12-09,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,239.96,10,0.3,-10.284,-0.04285714285714286,2017-12-01
5519,CA-2017-117667,2017-12-04,2017-12-09,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,54.768,2,0.2,6.846,0.125,2017-12-01
5520,CA-2017-117667,2017-12-04,2017-12-09,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,13.392,3,0.2,3.1806,0.23750000000000002,2017-12-01
5521,CA-2017-117667,2017-12-04,2017-12-09,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10002709,Office Supplies,Paper,Xerox 1956,23.92,5,0.2,8.671,0.36249999999999993,2017-12-01
5522,CA-2017-117667,2017-12-04,2017-12-09,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,255.968,4,0.2,-28.7964,-0.1125,2017-12-01
5523,CA-2016-110982,2016-06-05,2016-06-07,First Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Santa Clara,California,95051,West,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,21.552,6,0.2,7.0044,0.325,2016-06-01
5529,CA-2015-137106,2015-03-31,2015-04-04,Standard Class,SC-20260,Scott Cohen,Corporate,United States,Jacksonville,Florida,32216,South,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,79.96,5,0.2,27.986,0.35000000000000003,2015-03-01
5530,CA-2017-136609,2017-08-06,2017-08-11,Standard Class,TB-21355,Todd Boyes,Corporate,United States,Cedar Hill,Texas,75104,Central,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,115.296,3,0.2,40.3536,0.35,2017-08-01
5540,US-2017-150595,2017-05-22,2017-05-26,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Chicago,Illinois,60653,Central,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,181.986,2,0.3,-54.5958,-0.3,2017-05-01
5541,US-2017-150595,2017-05-22,2017-05-26,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Chicago,Illinois,60653,Central,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",1.592,2,0.8,-2.6268,-1.6499999999999997,2017-05-01
5542,US-2017-150595,2017-05-22,2017-05-26,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Chicago,Illinois,60653,Central,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,22.344,3,0.2,2.5137,0.1125,2017-05-01
5543,CA-2016-134936,2016-12-19,2016-12-25,Standard Class,ES-14080,Erin Smith,Corporate,United States,Tucson,Arizona,85705,West,FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",455.97,6,0.5,-218.8656,-0.48,2016-12-01
5544,CA-2016-134936,2016-12-19,2016-12-25,Standard Class,ES-14080,Erin Smith,Corporate,United States,Tucson,Arizona,85705,West,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",10.44,6,0.7,-7.656,-0.7333333333333334,2016-12-01
5545,CA-2016-134936,2016-12-19,2016-12-25,Standard Class,ES-14080,Erin Smith,Corporate,United States,Tucson,Arizona,85705,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",5.214,2,0.7,-4.1712,-0.7999999999999999,2016-12-01
5548,CA-2017-151008,2017-09-07,2017-09-08,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Draper,Utah,84020,West,TEC-PH-10002807,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,126.56,4,0.2,47.46,0.375,2017-09-01
5551,US-2014-159618,2014-11-12,2014-11-16,Standard Class,DB-12970,Darren Budd,Corporate,United States,Houston,Texas,77036,Central,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,2.672,1,0.2,0.334,0.125,2014-11-01
5552,US-2014-159618,2014-11-12,2014-11-16,Standard Class,DB-12970,Darren Budd,Corporate,United States,Houston,Texas,77036,Central,OFF-SU-10000432,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,16.656,6,0.2,-3.123,-0.18750000000000003,2014-11-01
5553,US-2014-159618,2014-11-12,2014-11-16,Standard Class,DB-12970,Darren Budd,Corporate,United States,Houston,Texas,77036,Central,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,79.512,3,0.2,20.8719,0.2625,2014-11-01
5554,US-2014-159618,2014-11-12,2014-11-16,Standard Class,DB-12970,Darren Budd,Corporate,United States,Houston,Texas,77036,Central,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,36.288,7,0.2,12.7008,0.35000000000000003,2014-11-01
5555,US-2014-159618,2014-11-12,2014-11-16,Standard Class,DB-12970,Darren Budd,Corporate,United States,Houston,Texas,77036,Central,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,67.9932,1,0.32,-12.9987,-0.19117647058823528,2014-11-01
5565,CA-2017-157966,2017-03-13,2017-03-13,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60610,Central,OFF-AR-10000799,Office Supplies,Art,Col-Erase Pencils with Erasers,19.456,4,0.2,2.1888,0.1125,2017-03-01
5566,CA-2017-157966,2017-03-13,2017-03-13,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60610,Central,TEC-MA-10002109,Technology,Machines,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",209.986,2,0.3,8.9994,0.04285714285714286,2017-03-01
5567,CA-2017-157966,2017-03-13,2017-03-13,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60610,Central,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",29.76,5,0.2,1.86,0.0625,2017-03-01
5568,CA-2017-157966,2017-03-13,2017-03-13,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60610,Central,FUR-CH-10003606,Furniture,Chairs,SAFCO Folding Chair Trolley,89.768,1,0.3,-2.5648,-0.02857142857142857,2017-03-01
5569,CA-2017-157966,2017-03-13,2017-03-13,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60610,Central,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,959.984,2,0.2,335.9944,0.35,2017-03-01
5570,CA-2017-157966,2017-03-13,2017-03-13,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60610,Central,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,15.552,3,0.2,5.6376,0.3625,2017-03-01
5571,CA-2017-157966,2017-03-13,2017-03-13,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60610,Central,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,34.36,1,0.2,-7.3015,-0.2125,2017-03-01
5572,CA-2014-151162,2014-12-05,2014-12-09,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbus,Ohio,43229,East,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,98.376,3,0.2,35.6613,0.36249999999999993,2014-12-01
5573,CA-2014-151162,2014-12-05,2014-12-09,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbus,Ohio,43229,East,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,29.94,4,0.7,-23.952,-0.8,2014-12-01
5574,CA-2014-151162,2014-12-05,2014-12-09,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbus,Ohio,43229,East,OFF-PA-10003036,Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",17.472,3,0.2,5.6784,0.32499999999999996,2014-12-01
5575,CA-2014-151162,2014-12-05,2014-12-09,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbus,Ohio,43229,East,TEC-PH-10001870,Technology,Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,36.738,1,0.4,-9.1845,-0.25,2014-12-01
